1.60000000000000	3604.83850926866
1.70000000000000	3369.28430529969
1.80000000000000	3167.54472392576
1.90000000000000	2947.54599494008
2	2737.17585965495
2.10000000000000	2544.19320749978
2.20000000000000	2375.08937761867
2.30000000000000	2241.03325489432
2.40000000000000	2146.97373044747
2.50000000000000	2083.76132446642
2.60000000000000	2028.32103262480
2.70000000000000	1977.18825743765
2.80000000000000	1917.79056479443
2.90000000000000	1858.18371959433
3	1804.02769349796
3.10000000000000	1752.00888634147
3.20000000000000	1696.16863654696
3.30000000000000	1641.78708051811
3.40000000000000	1590.19009645390
3.50000000000000	1515.76445857473
