1.60000000000000	3317.92959574345
1.70000000000000	3021.47553679721
1.80000000000000	2765.44800057412
1.90000000000000	2548.09423862550
2	2381.34237616047
2.10000000000000	2264.94207437100
2.20000000000000	2191.65177809280
2.30000000000000	2121.40428253408
2.40000000000000	2057.50293414984
2.50000000000000	1993.00960080433
2.60000000000000	1931.42277412250
2.70000000000000	1879.85498085511
2.80000000000000	1840.69782523283
2.90000000000000	1810.45645838602
3	1785.46036485985
3.10000000000000	1762.21105302935
3.20000000000000	1740.26445738161
3.30000000000000	1707.80509969226
3.40000000000000	1679.57547661643
3.50000000000000	1620.80876555010
